YEAR,state,TopicDesc,MeasureDesc,Response,Percent_Yes,Sample_Size,Gender,Education
2015,North Carolina,Cigarette Use (Youth),Smoking Status,Current,8.1,1624,Female,High School
2015,North Carolina,Cigarette Use (Youth),Smoking Status,Current,2.4,1692,Female,Middle School
2015,North Carolina,Cigarette Use (Youth),Smoking Status,Current,10.5,1701,Male,High School
2015,North Carolina,Cigarette Use (Youth),Smoking Status,Current,2.3,1745,Male,Middle School
2017,North Carolina,Cigarette Use (Youth),Smoking Status,Current,7.8,1495,Female,High School
2017,North Carolina,Cigarette Use (Youth),Smoking Status,Current,2.2,1596,Female,Middle School
2017,North Carolina,Cigarette Use (Youth),Smoking Status,Current,9.9,1550,Male,High School
2017,North Carolina,Cigarette Use (Youth),Smoking Status,Current,2.8,1528,Male,Middle School
2003,North Dakota,Cigarette Use (Youth),Smoking Status,Current,26.3,878,Female,High School
2003,North Dakota,Cigarette Use (Youth),Smoking Status,Current,12.4,818,Female,Middle School
2003,North Dakota,Cigarette Use (Youth),Smoking Status,Current,25.9,756,Male,High School
2003,North Dakota,Cigarette Use (Youth),Smoking Status,Current,9.2,850,Male,Middle School
2005,North Dakota,Cigarette Use (Youth),Smoking Status,Current,27.4,837,Female,High School
2005,North Dakota,Cigarette Use (Youth),Smoking Status,Current,9.8,546,Female,Middle School
2005,North Dakota,Cigarette Use (Youth),Smoking Status,Current,27.7,846,Male,High School
2005,North Dakota,Cigarette Use (Youth),Smoking Status,Current,5.9,588,Male,Middle School
2007,North Dakota,Cigarette Use (Youth),Smoking Status,Current,21.5,831,Female,High School
2007,North Dakota,Cigarette Use (Youth),Smoking Status,Current,6.8,1063,Female,Middle School
2007,North Dakota,Cigarette Use (Youth),Smoking Status,Current,22.7,804,Male,High School
2007,North Dakota,Cigarette Use (Youth),Smoking Status,Current,5.8,1007,Male,Middle School
2009,North Dakota,Cigarette Use (Youth),Smoking Status,Current,22.3,950,Female,High School
2009,North Dakota,Cigarette Use (Youth),Smoking Status,Current,7.7,1016,Female,Middle School
2009,North Dakota,Cigarette Use (Youth),Smoking Status,Current,23.4,971,Male,High School
2009,North Dakota,Cigarette Use (Youth),Smoking Status,Current,4.8,945,Male,Middle School
2011,North Dakota,Cigarette Use (Youth),Smoking Status,Current,17.9,896,Female,High School
2011,North Dakota,Cigarette Use (Youth),Smoking Status,Current,7.5,1021,Female,Middle School
2011,North Dakota,Cigarette Use (Youth),Smoking Status,Current,21.2,979,Male,High School
2011,North Dakota,Cigarette Use (Youth),Smoking Status,Current,4.2,978,Male,Middle School
2013,North Dakota,Cigarette Use (Youth),Smoking Status,Current,16.7,1035,Female,High School
2013,North Dakota,Cigarette Use (Youth),Smoking Status,Current,3.6,993,Female,Middle School
2013,North Dakota,Cigarette Use (Youth),Smoking Status,Current,15.4,971,Male,High School
2013,North Dakota,Cigarette Use (Youth),Smoking Status,Current,3.1,971,Male,Middle School
2015,North Dakota,Cigarette Use (Youth),Smoking Status,Current,11,905,Female,High School
2015,North Dakota,Cigarette Use (Youth),Smoking Status,Current,4.4,917,Female,Middle School
2015,North Dakota,Cigarette Use (Youth),Smoking Status,Current,13.5,954,Male,High School
2015,North Dakota,Cigarette Use (Youth),Smoking Status,Current,2.9,927,Male,Middle School
2017,North Dakota,Cigarette Use (Youth),Smoking Status,Current,9.5,946,Female,High School
2017,North Dakota,Cigarette Use (Youth),Smoking Status,Current,2.7,1107,Female,Middle School
2017,North Dakota,Cigarette Use (Youth),Smoking Status,Current,8.4,950,Male,High School
2017,North Dakota,Cigarette Use (Youth),Smoking Status,Current,2,1118,Male,Middle School
2000,Ohio,Cigarette Use (Youth),Smoking Status,Current,33,612,Female,High School
2000,Ohio,Cigarette Use (Youth),Smoking Status,Current,12.7,864,Female,Middle School
2000,Ohio,Cigarette Use (Youth),Smoking Status,Current,33.7,614,Male,High School
2000,Ohio,Cigarette Use (Youth),Smoking Status,Current,14.7,806,Male,Middle School
2002,Ohio,Cigarette Use (Youth),Smoking Status,Current,25.8,695,Female,High School
2002,Ohio,Cigarette Use (Youth),Smoking Status,Current,10.9,737,Female,Middle School
2002,Ohio,Cigarette Use (Youth),Smoking Status,Current,25.6,531,Male,High School
2002,Ohio,Cigarette Use (Youth),Smoking Status,Current,9.3,775,Male,Middle School
2004,Ohio,Cigarette Use (Youth),Smoking Status,Current,11.3,733,Female,Middle School
2004,Ohio,Cigarette Use (Youth),Smoking Status,Current,9.7,693,Male,Middle School
2008,Ohio,Cigarette Use (Youth),Smoking Status,Current,18.5,676,Female,High School
2008,Ohio,Cigarette Use (Youth),Smoking Status,Current,4.6,837,Female,Middle School
2008,Ohio,Cigarette Use (Youth),Smoking Status,Current,20.2,664,Male,High School
2008,Ohio,Cigarette Use (Youth),Smoking Status,Current,5.1,782,Male,Middle School
2010,Ohio,Cigarette Use (Youth),Smoking Status,Current,4,764,Female,Middle School
2010,Ohio,Cigarette Use (Youth),Smoking Status,Current,5.1,762,Male,Middle School
2012,Ohio,Cigarette Use (Youth),Smoking Status,Current,3.4,507,Female,Middle School
2012,Ohio,Cigarette Use (Youth),Smoking Status,Current,4,422,Male,Middle School
2013,Ohio,Cigarette Use (Youth),Smoking Status,Current,3.4,507,Female,Middle School
2013,Ohio,Cigarette Use (Youth),Smoking Status,Current,4,422,Male,Middle School
2014,Ohio,Cigarette Use (Youth),Smoking Status,Current,2.3,596,Female,Middle School
2014,Ohio,Cigarette Use (Youth),Smoking Status,Current,2.9,614,Male,Middle School
2017,Ohio,Cigarette Use (Youth),Smoking Status,Current,6.4,446,Female,High School
2017,Ohio,Cigarette Use (Youth),Smoking Status,Current,0.6,604,Female,Middle School
2017,Ohio,Cigarette Use (Youth),Smoking Status,Current,10.5,562,Male,High School
2017,Ohio,Cigarette Use (Youth),Smoking Status,Current,1.3,614,Male,Middle School
1999,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,34,908,Female,High School
1999,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,15.8,1004,Female,Middle School
1999,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,31.8,916,Male,High School
1999,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,17.9,980,Male,Middle School
2000,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,15.2,791,Female,Middle School
2000,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,18.8,756,Male,Middle School
2002,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,21.9,930,Female,High School
2002,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,9.5,994,Female,Middle School
2002,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,26,914,Male,High School
2002,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,11.1,935,Male,Middle School
2005,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,22.5,651,Female,High School
2005,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,11.9,876,Female,Middle School
2005,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,22.7,702,Male,High School
2005,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,7.9,819,Male,Middle School
2007,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,22.9,1379,Female,High School
2007,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,7.1,1667,Female,Middle School
2007,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,23.7,1524,Male,High School
2007,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,7.7,1686,Male,Middle School
2009,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,18.9,864,Female,High School
2009,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,6,1028,Female,Middle School
2009,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,21.4,868,Male,High School
2009,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,7,1071,Male,Middle School
2011,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,17.4,1000,Female,High School
2011,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,3.5,1578,Female,Middle School
2011,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,18.7,1023,Male,High School
2011,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,4.1,1633,Male,Middle School
2013,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,5.2,1423,Female,Middle School
2013,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,4.4,1531,Male,Middle School
2016,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,5,1262,Female,Middle School
2016,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,3.3,1223,Male,Middle School
2001,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,28.3,4171,Female,High School
2001,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,12.7,3950,Female,Middle School
2001,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,26.9,3956,Male,High School
2001,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,13.4,4163,Male,Middle School
2002,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,23.8,5074,Female,High School
2002,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,8,4791,Female,Middle School
2002,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,22.4,4946,Male,High School
2002,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,7.5,4904,Male,Middle School
2006,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,17.3,832,Female,High School
2006,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,4.3,706,Female,Middle School
2006,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,17.7,821,Male,High School
2006,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,4,737,Male,Middle School
2008,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,16,1159,Female,High School
2008,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,4.2,1158,Female,Middle School
2008,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,20.7,1205,Male,High School
2008,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,4.4,1184,Male,Middle School
2010,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,17.5,1100,Female,High School
2010,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,3.2,1241,Female,Middle School
2010,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,19.6,1158,Male,High School
2010,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,3.7,1237,Male,Middle School
2014,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,9.4,947,Female,High School
2014,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,1.6,1333,Female,Middle School
2014,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,11.1,1034,Male,High School
2014,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,0.9,1286,Male,Middle School
2015,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,9.4,947,Female,High School
2015,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,1.6,1333,Female,Middle School
2015,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,11.1,1034,Male,High School
2015,Pennsylvania,Cigarette Use (Youth),Smoking Status,Current,0.9,1286,Male,Middle School
2001,Rhode Island,Cigarette Use (Youth),Smoking Status,Current,25.2,785,Female,High School
2001,Rhode Island,Cigarette Use (Youth),Smoking Status,Current,10.8,773,Female,Middle School
2001,Rhode Island,Cigarette Use (Youth),Smoking Status,Current,26.9,722,Male,High School
2001,Rhode Island,Cigarette Use (Youth),Smoking Status,Current,7.3,813,Male,Middle School
2003,Rhode Island,Cigarette Use (Youth),Smoking Status,Current,18.2,1060,Female,High School
2003,Rhode Island,Cigarette Use (Youth),Smoking Status,Current,6.4,1181,Female,Middle School
2003,Rhode Island,Cigarette Use (Youth),Smoking Status,Current,16.4,990,Male,High School
2003,Rhode Island,Cigarette Use (Youth),Smoking Status,Current,7.1,1145,Male,Middle School
2005,Rhode Island,Cigarette Use (Youth),Smoking Status,Current,19.6,1101,Female,High School
2005,Rhode Island,Cigarette Use (Youth),Smoking Status,Current,4.7,1252,Female,Middle School
2005,Rhode Island,Cigarette Use (Youth),Smoking Status,Current,17.4,1145,Male,High School
2005,Rhode Island,Cigarette Use (Youth),Smoking Status,Current,5.3,1197,Male,Middle School
2005,South Carolina,Cigarette Use (Youth),Smoking Status,Current,21.7,629,Female,High School
2005,South Carolina,Cigarette Use (Youth),Smoking Status,Current,10.7,584,Female,Middle School
2005,South Carolina,Cigarette Use (Youth),Smoking Status,Current,26.9,558,Male,High School
2005,South Carolina,Cigarette Use (Youth),Smoking Status,Current,11.6,596,Male,Middle School
2006,South Carolina,Cigarette Use (Youth),Smoking Status,Current,16.3,707,Female,High School
2006,South Carolina,Cigarette Use (Youth),Smoking Status,Current,8.5,667,Female,Middle School
2006,South Carolina,Cigarette Use (Youth),Smoking Status,Current,22.2,589,Male,High School
2006,South Carolina,Cigarette Use (Youth),Smoking Status,Current,9.4,655,Male,Middle School
2007,South Carolina,Cigarette Use (Youth),Smoking Status,Current,15.7,613,Female,High School
2007,South Carolina,Cigarette Use (Youth),Smoking Status,Current,8.1,675,Female,Middle School
2007,South Carolina,Cigarette Use (Youth),Smoking Status,Current,21.6,498,Male,High School
2007,South Carolina,Cigarette Use (Youth),Smoking Status,Current,9.3,578,Male,Middle School
2009,South Carolina,Cigarette Use (Youth),Smoking Status,Current,18.4,558,Female,High School
2009,South Carolina,Cigarette Use (Youth),Smoking Status,Current,7.7,645,Female,Middle School
2009,South Carolina,Cigarette Use (Youth),Smoking Status,Current,25,510,Male,High School
2009,South Carolina,Cigarette Use (Youth),Smoking Status,Current,9.1,659,Male,Middle School
2011,South Carolina,Cigarette Use (Youth),Smoking Status,Current,21,674,Female,High School
2011,South Carolina,Cigarette Use (Youth),Smoking Status,Current,4.7,775,Female,Middle School
2011,South Carolina,Cigarette Use (Youth),Smoking Status,Current,26.3,662,Male,High School
2011,South Carolina,Cigarette Use (Youth),Smoking Status,Current,7,734,Male,Middle School
2013,South Carolina,Cigarette Use (Youth),Smoking Status,Current,14.7,805,Female,High School
2013,South Carolina,Cigarette Use (Youth),Smoking Status,Current,4.2,720,Female,Middle School
2013,South Carolina,Cigarette Use (Youth),Smoking Status,Current,15.8,724,Male,High School
2013,South Carolina,Cigarette Use (Youth),Smoking Status,Current,5.5,809,Male,Middle School
2015,South Carolina,Cigarette Use (Youth),Smoking Status,Current,8.1,719,Female,High School
2015,South Carolina,Cigarette Use (Youth),Smoking Status,Current,15.6,701,Male,High School
2017,South Carolina,Cigarette Use (Youth),Smoking Status,Current,11.1,663,Female,High School
2017,South Carolina,Cigarette Use (Youth),Smoking Status,Current,3.3,677,Female,Middle School
2017,South Carolina,Cigarette Use (Youth),Smoking Status,Current,12.9,674,Male,High School
2017,South Carolina,Cigarette Use (Youth),Smoking Status,Current,3,670,Male,Middle School
1999,South Dakota,Cigarette Use (Youth),Smoking Status,Current,10,941,Female,Middle School
1999,South Dakota,Cigarette Use (Youth),Smoking Status,Current,14.5,962,Male,Middle School
2000,South Dakota,Cigarette Use (Youth),Smoking Status,Current,34.9,755,Female,High School
2000,South Dakota,Cigarette Use (Youth),Smoking Status,Current,30.4,730,Male,High School
2001,South Dakota,Cigarette Use (Youth),Smoking Status,Current,11.2,1187,Female,Middle School
2001,South Dakota,Cigarette Use (Youth),Smoking Status,Current,11.8,1192,Male,Middle School
2003,South Dakota,Cigarette Use (Youth),Smoking Status,Current,25.1,957,Female,High School
2003,South Dakota,Cigarette Use (Youth),Smoking Status,Current,5.9,1196,Female,Middle School
2003,South Dakota,Cigarette Use (Youth),Smoking Status,Current,29,882,Male,High School
2003,South Dakota,Cigarette Use (Youth),Smoking Status,Current,6.8,1206,Male,Middle School
2005,South Dakota,Cigarette Use (Youth),Smoking Status,Current,7.2,1331,Female,Middle School
2005,South Dakota,Cigarette Use (Youth),Smoking Status,Current,8.2,1399,Male,Middle School
2007,South Dakota,Cigarette Use (Youth),Smoking Status,Current,8,1289,Female,Middle School
2007,South Dakota,Cigarette Use (Youth),Smoking Status,Current,4.8,1345,Male,Middle School
2009,South Dakota,Cigarette Use (Youth),Smoking Status,Current,5.9,1616,Female,Middle School
2009,South Dakota,Cigarette Use (Youth),Smoking Status,Current,6.2,1667,Male,Middle School
2016,South Dakota,Cigarette Use (Youth),Smoking Status,Current,3.5,1171,Female,Middle School
2016,South Dakota,Cigarette Use (Youth),Smoking Status,Current,2.1,1112,Male,Middle School
2017,South Dakota,Cigarette Use (Youth),Smoking Status,Current,2.3,1555,Female,Middle School
2017,South Dakota,Cigarette Use (Youth),Smoking Status,Current,1.8,1593,Male,Middle School
1999,Tennessee,Cigarette Use (Youth),Smoking Status,Current,36.8,688,Female,High School
1999,Tennessee,Cigarette Use (Youth),Smoking Status,Current,13.9,586,Female,Middle School
1999,Tennessee,Cigarette Use (Youth),Smoking Status,Current,35.9,716,Male,High School
1999,Tennessee,Cigarette Use (Youth),Smoking Status,Current,13.5,611,Male,Middle School
2000,Tennessee,Cigarette Use (Youth),Smoking Status,Current,31.6,4958,Female,High School
2000,Tennessee,Cigarette Use (Youth),Smoking Status,Current,15.8,5162,Female,Middle School
2000,Tennessee,Cigarette Use (Youth),Smoking Status,Current,32.6,4621,Male,High School
2000,Tennessee,Cigarette Use (Youth),Smoking Status,Current,17,5135,Male,Middle School
2002,Tennessee,Cigarette Use (Youth),Smoking Status,Current,26.3,4152,Female,High School
2002,Tennessee,Cigarette Use (Youth),Smoking Status,Current,10.9,4274,Female,Middle School
2002,Tennessee,Cigarette Use (Youth),Smoking Status,Current,28.7,3814,Male,High School
2002,Tennessee,Cigarette Use (Youth),Smoking Status,Current,11.5,4314,Male,Middle School
2004,Tennessee,Cigarette Use (Youth),Smoking Status,Current,9.5,4627,Female,Middle School
2004,Tennessee,Cigarette Use (Youth),Smoking Status,Current,10,4451,Male,Middle School
2000,Texas,Cigarette Use (Youth),Smoking Status,Current,23.6,1079,Female,High School
2000,Texas,Cigarette Use (Youth),Smoking Status,Current,13.2,1005,Female,Middle School
2000,Texas,Cigarette Use (Youth),Smoking Status,Current,32,1138,Male,High School
2000,Texas,Cigarette Use (Youth),Smoking Status,Current,14.6,975,Male,Middle School
2003,Utah,Cigarette Use (Youth),Smoking Status,Current,7.4,1220,Female,High School
2003,Utah,Cigarette Use (Youth),Smoking Status,Current,3.5,1430,Female,Middle School
2003,Utah,Cigarette Use (Youth),Smoking Status,Current,10.1,1310,Male,High School
2003,Utah,Cigarette Use (Youth),Smoking Status,Current,3.1,1300,Male,Middle School
2005,Utah,Cigarette Use (Youth),Smoking Status,Current,7.4,1678,Female,High School
2005,Utah,Cigarette Use (Youth),Smoking Status,Current,2.2,734,Female,Middle School
2005,Utah,Cigarette Use (Youth),Smoking Status,Current,13.1,1547,Male,High School
2005,Utah,Cigarette Use (Youth),Smoking Status,Current,1.6,703,Male,Middle School
2007,Utah,Cigarette Use (Youth),Smoking Status,Current,5.7,2106,Female,High School
2007,Utah,Cigarette Use (Youth),Smoking Status,Current,2.1,725,Female,Middle School
2007,Utah,Cigarette Use (Youth),Smoking Status,Current,10.1,1988,Male,High School
2007,Utah,Cigarette Use (Youth),Smoking Status,Current,2.4,682,Male,Middle School
2000,Vermont,Cigarette Use (Youth),Smoking Status,Current,14.2,723,Female,Middle School
2000,Vermont,Cigarette Use (Youth),Smoking Status,Current,9.6,725,Male,Middle School
2002,Vermont,Cigarette Use (Youth),Smoking Status,Current,8.9,2263,Female,Middle School
2002,Vermont,Cigarette Use (Youth),Smoking Status,Current,8.2,2255,Male,Middle School
2004,Vermont,Cigarette Use (Youth),Smoking Status,Current,23.2,693,Female,High School
2004,Vermont,Cigarette Use (Youth),Smoking Status,Current,5.2,853,Female,Middle School
2004,Vermont,Cigarette Use (Youth),Smoking Status,Current,21.4,695,Male,High School
2004,Vermont,Cigarette Use (Youth),Smoking Status,Current,6.5,847,Male,Middle School
2007,Virginia,Cigarette Use (Youth),Smoking Status,Current,4.6,775,Female,Middle School
2007,Virginia,Cigarette Use (Youth),Smoking Status,Current,4.7,802,Male,Middle School
2009,Virginia,Cigarette Use (Youth),Smoking Status,Current,3.4,1020,Female,Middle School
2009,Virginia,Cigarette Use (Youth),Smoking Status,Current,3.8,979,Male,Middle School
2000,West Virginia,Cigarette Use (Youth),Smoking Status,Current,40.6,800,Female,High School
2000,West Virginia,Cigarette Use (Youth),Smoking Status,Current,18.8,830,Female,Middle School
2000,West Virginia,Cigarette Use (Youth),Smoking Status,Current,36,744,Male,High School
2000,West Virginia,Cigarette Use (Youth),Smoking Status,Current,17.5,842,Male,Middle School
2002,West Virginia,Cigarette Use (Youth),Smoking Status,Current,16.6,4910,Female,Middle School
2002,West Virginia,Cigarette Use (Youth),Smoking Status,Current,15.8,4724,Male,Middle School
2005,West Virginia,Cigarette Use (Youth),Smoking Status,Current,28.9,653,Female,High School
2005,West Virginia,Cigarette Use (Youth),Smoking Status,Current,26.6,566,Male,High School
2007,West Virginia,Cigarette Use (Youth),Smoking Status,Current,26.6,563,Female,High School
2007,West Virginia,Cigarette Use (Youth),Smoking Status,Current,10.9,740,Female,Middle School
2007,West Virginia,Cigarette Use (Youth),Smoking Status,Current,30.2,580,Male,High School
2007,West Virginia,Cigarette Use (Youth),Smoking Status,Current,11.1,728,Male,Middle School
2009,West Virginia,Cigarette Use (Youth),Smoking Status,Current,20.9,822,Female,High School
2009,West Virginia,Cigarette Use (Youth),Smoking Status,Current,8.9,871,Female,Middle School
2009,West Virginia,Cigarette Use (Youth),Smoking Status,Current,23.7,814,Male,High School
2009,West Virginia,Cigarette Use (Youth),Smoking Status,Current,8.7,827,Male,Middle School
2011,West Virginia,Cigarette Use (Youth),Smoking Status,Current,20.7,840,Female,High School
2011,West Virginia,Cigarette Use (Youth),Smoking Status,Current,9.2,952,Female,Middle School
2011,West Virginia,Cigarette Use (Youth),Smoking Status,Current,23.9,792,Male,High School
2011,West Virginia,Cigarette Use (Youth),Smoking Status,Current,7.3,891,Male,Middle School
2013,West Virginia,Cigarette Use (Youth),Smoking Status,Current,16.8,781,Female,High School
2013,West Virginia,Cigarette Use (Youth),Smoking Status,Current,7.2,1105,Female,Middle School
2013,West Virginia,Cigarette Use (Youth),Smoking Status,Current,20,849,Male,High School
2013,West Virginia,Cigarette Use (Youth),Smoking Status,Current,7.8,1068,Male,Middle School
2015,West Virginia,Cigarette Use (Youth),Smoking Status,Current,15,839,Female,High School
2015,West Virginia,Cigarette Use (Youth),Smoking Status,Current,3.9,953,Female,Middle School
2015,West Virginia,Cigarette Use (Youth),Smoking Status,Current,17.5,770,Male,High School
2015,West Virginia,Cigarette Use (Youth),Smoking Status,Current,5.1,887,Male,Middle School
2017,West Virginia,Cigarette Use (Youth),Smoking Status,Current,9.7,719,Female,High School
2017,West Virginia,Cigarette Use (Youth),Smoking Status,Current,5,977,Female,Middle School
2017,West Virginia,Cigarette Use (Youth),Smoking Status,Current,10.8,640,Male,High School
2017,West Virginia,Cigarette Use (Youth),Smoking Status,Current,3.6,1007,Male,Middle School
2000,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,35,668,Female,High School
2000,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,12.7,706,Female,Middle School
2000,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,31,613,Male,High School
2000,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,11.9,682,Male,Middle School
2002,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,25.4,697,Female,High School
2002,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,8.7,611,Female,Middle School
2002,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,28.6,628,Male,High School
2002,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,8.6,645,Male,Middle School
2003,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,6.5,877,Female,Middle School
2003,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,6.4,917,Male,Middle School
2004,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,21.8,729,Female,High School
2004,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,6.8,782,Female,Middle School
2004,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,20.1,675,Male,High School
2004,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,8.4,844,Male,Middle School
2006,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,18.5,839,Female,High School
2006,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,6.3,936,Female,Middle School
2006,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,21.1,851,Male,High School
2006,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,5.2,899,Male,Middle School
2008,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,18.4,922,Female,High School
2008,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,4.3,734,Female,Middle School
2008,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,22.7,945,Male,High School
2008,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,4.2,800,Male,Middle School
2010,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,17.9,883,Female,High School
2010,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,3.6,916,Female,Middle School
2010,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,17.2,832,Male,High School
2010,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,4.2,948,Male,Middle School
2012,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,11.5,752,Female,High School
2012,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,2.9,869,Female,Middle School
2012,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,14.6,758,Male,High School
2012,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,2.2,854,Male,Middle School
2016,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,6.5,556,Female,High School
2016,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,2.2,783,Female,Middle School
2016,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,9.2,608,Male,High School
2016,Wisconsin,Cigarette Use (Youth),Smoking Status,Current,0.4,785,Male,Middle School
2000,Wyoming,Cigarette Use (Youth),Smoking Status,Current,13.4,944,Female,Middle School
2000,Wyoming,Cigarette Use (Youth),Smoking Status,Current,15.6,829,Male,Middle School